pathway	T7-PEsoilR-25-1	T7-PEsoilR-25-2	T7-PEsoilR-25-3	T7-PEsoilR-25-4	T7-PEsoilR-25-5	T7-PEsoilR-25-6	T7-PEsoilR-50-2	T7-PEsoilR-50-3	T7-PEsoilR-50-4	T7-PEsoilR-50-5	T7-PEsoilR-50-6	T7-PEsoilR-noAs-1	T7-PEsoilR-noAs-2	T7-PVsoilR-25-1	T7-PVsoilR-25-2	T7-PVsoilR-25-3	T7-PVsoilR-25-4	T7-PVsoilR-25-5	T7-PVsoilR-25-6	T7-PVsoilR-50-1	T7-PVsoilR-50-3	T7-PVsoilR-50-4	T7-PVsoilR-50-5	T7-PVsoilR-50-6	T7-PVsoilR-noAs-1	T7-PVsoilR-noAs-3
PWY-7198	6.99656431056108	0.0	0.0	3.499625209190545	0.0	0.0	80.12177074185868	111.37059164745247	6.996955974206965	17.485543895075494	0.0	52.40372780933935	0.0	0.0	0.0	0.0	0.0	0.0	20.946493018502444	0.0	0.0	6.995814073362138	0.0	0.0	31.449260678589653	40.19565827051686
PWY-7199	5754.722940312259	6444.443610000677	5277.956852459801	11014.940634346523	6739.568355265474	6703.654853007367	6518.014862300846	7266.198167514962	6929.897249261529	8522.075390738506	7701.1928359033955	13985.82667237904	10478.902216931618	14610.24999991366	4223.225977512098	10758.210211702979	0.0	7468.278901494034	3403.87806800749	3551.316608421754	7216.735590078022	5361.162424343644	5369.910570209902	4664.713252456883	9516.722946484662	14687.847908119933
PWY-7200	7326.050915920197	8214.697032914528	7499.9544747274285	14889.512483406786	9142.890172852976	8578.471332928144	8454.218664852851	9453.334573642447	8708.036639176245	10810.773307157944	10006.222013993829	16200.91214253773	11947.181672793904	18430.948748422798	5410.389852871123	14175.335280562935	0.0	10269.990306075797	4405.622945230413	4434.960490476529	8850.13003468672	6481.966897092745	6597.107036195096	5751.441440167177	11198.671917536994	17157.769090177764
PWY-7208	13310.871013676686	14848.833694917786	15306.676009225059	30056.058034155823	18014.232528033473	15591.172905713524	15959.71155453222	18444.190391026375	15604.019922840904	19029.999867802362	18248.919967291014	27850.48702468965	20362.252722714158	31715.22165521631	9579.449388492749	26237.469777990555	0.0	22627.14370738087	8313.181843793736	7564.286836160473	15129.593634764627	10924.312091746431	11509.592503312662	10271.187483762942	19301.197701881832	29563.941072070043
PWY-7210	94.37863763019169	0.0	0.0	4.999268518383051	0.0	0.0	114.25701768917433	158.7617216702098	9.993971484221904	24.9704866059863	0.0	74.79778285418185	0.0	0.0	0.0	0.0	0.0	0.0	29.897590919469216	0.0	0.0	9.991565768953409	0.0	0.0	44.8949338415929	57.38734182111142
PWY-7211	10740.497776547834	12171.13016307166	12070.962963145905	24719.32717041227	14106.105492556848	12857.175943521639	12922.29742841153	15137.96890372199	12395.034114377657	15724.139296318515	14674.643002293637	22227.09106088689	16119.100516928356	25826.15489572118	7712.461034158321	20984.654781916444	0.0	19069.38269435067	6385.178533268207	6241.814941910761	12516.290855052368	8893.935474543683	9108.151234554653	8083.185703005515	15321.642644109865	23447.828325719685
PWY-7219	12785.939439039343	14410.028533157963	14648.88693095972	29407.653645280454	17418.210848399613	15363.61251418237	15499.683567050635	17848.99093623213	14977.657262336737	19098.183419677483	18077.890968524353	25916.439557629412	18878.0007692666	31375.139529302272	9408.100541628113	25564.422616811757	0.0	23450.984194170283	7796.522840325528	7398.958076626478	14801.142034717837	10498.51924931331	11003.110723359758	9799.40373084252	17961.62429088675	27302.372147467395
PWY-722	0.0	1.4784245397436824	50.27393517537611	99.85659222237696	56.27907138589238	26.218437206793386	17.74457791363444	27.755675080347018	49.11326009656909	53.195691474080405	72.38697445822817	70.36941361394226	37.68292940672689	28.43176970956474	11.086443390518891	46.62461388832915	0.0	0.0	4.058470281258214	10.942342917954692	36.95834278696924	19.948327274501665	28.867839997735373	5.200599436980255	38.46852620778825	93.59460027296588
PWY-7220	12628.582028234654	14274.851053297662	14508.494287967555	29348.56162244357	17226.594597011423	15002.520043605089	15395.587796519076	17906.52315699357	14724.133267911406	18362.432545350322	17484.855381139634	26072.263257074592	19051.566662148987	30494.61516084101	9051.717874606748	25191.0911374435	0.0	22860.94238457547	7807.269590985465	7281.398074997732	14490.828849837788	10457.46182863932	10817.017404586306	9630.294301562055	18165.213976937826	27908.4119008167
PWY-7221	11432.724093776373	12816.767484781276	12919.921286259598	26011.1098032474	15257.184129540803	13592.179755828456	13784.61114159856	15942.749003892859	13131.122949217335	16275.69450171442	15628.317989338944	22939.198479341558	16722.975631767662	27761.247194025906	8239.398659434202	22646.550539165128	0.0	20549.952244727727	6913.459546187302	6599.987720125184	13109.844792106682	9676.462847368097	9685.634190386545	8616.952552373126	16103.673765812031	24320.144425804185
PWY-7222	12628.582028234654	14274.851053297662	14508.494287967555	29348.56162244357	17226.594597011423	15002.520043605089	15395.587796519076	17906.52315699357	14724.133267911406	18362.432545350322	17484.855381139634	26072.263257074592	19051.566662148987	30494.61516084101	9051.717874606748	25191.0911374435	0.0	22860.94238457547	7807.269590985465	7281.398074997732	14490.828849837788	10457.46182863932	10817.017404586306	9630.294301562055	18165.213976937826	27908.4119008167
PWY-7228	12095.806484757268	13630.686091970609	13790.723392165073	27934.72165314926	16364.67759621153	14389.378234058207	14710.046984107323	17071.413597415798	14029.084687272265	17405.89953863083	16645.36589915604	24579.441302658786	17921.616518252693	29440.594903764457	8749.632470377175	24183.230265670616	0.0	21930.820497915407	7406.312918510111	6977.61451829427	13924.853875453782	10184.779323777968	10313.097993355304	9159.129458443605	17196.04078451161	26230.09003592701
PWY-7229	13141.941715312449	14835.815820564158	15099.374742957405	30440.064840807692	17948.484784539334	15713.253845777223	16002.166722796555	18514.864599400553	15390.10561005745	19459.27234040444	18419.835612674826	26897.603415297646	19614.76719836807	32086.007596608295	9598.9313032385	26270.04287002442	0.0	24068.877966004868	8079.215719887497	7623.194836060255	15192.83157839069	10838.960859650231	11314.20569090441	10071.513997533948	18691.495071732003	28551.3745932891
PWY-7234	9776.146528909574	11095.826444793964	11400.410159736617	23060.70281491531	13602.533091865747	11874.838237523114	11862.044420514365	13838.396346513331	11440.53829798136	14150.691506090561	13437.872126601795	20098.518939023266	14621.686795591417	23532.38619927633	7082.907982932688	19617.685169943237	0.0	17287.361018357566	6004.229910013408	5675.346573286146	11413.950720282464	8242.564468520066	8420.989007120354	7432.378887552355	14285.535392567252	21695.334502758516
PWY-7237	1690.7100000000007	2221.5000000000005	1662.9199999999996	3496.6000000000004	2161.1100000000006	1596.19	1921.17	2230.0199999999995	2411.03	3035.42	2941.46	3570.23	2615.26	8109.889999999999	2574.82	5522.13	0.0	3401.97	1292.86	1602.92	2524.48	2989.31	1597.74	1631.63	2719.56	3808.5399999999995
PWY-7242	5118.629229390987	6107.375668592561	5278.4443988448875	10180.830651432616	6733.476338927591	6205.887243572408	5959.187171557716	7375.140378953075	6242.159526742495	7982.368739178618	7138.379139172925	12871.144480464654	9896.149399850096	12594.793159067307	3225.172895919625	9570.308267364451	0.0	7670.201703779345	2976.738172032467	3117.1252202920346	6040.747459683888	4343.522980368348	4568.802194261457	4230.456949523122	9378.628635682151	13807.775506972286
PWY-7254	6152.316343476382	6893.347760557541	5482.557437367813	9829.615113094087	7068.496181351802	7507.839136923524	6968.9471246034545	7355.118845946313	7513.368870440856	9418.807405508254	8446.28883621685	17025.43853144996	12548.87170239927	15121.80636265826	4238.173024071183	11704.497132269065	0.0	9153.358998455746	3929.5849343855125	3684.4618406469076	6717.336964404008	5065.773034634682	5435.433121166336	4977.4246122153	12218.733652359708	18063.31394437563
PWY-7255	1369.6690829033328	1501.5349596558738	1020.015350282806	2084.251419930283	1389.672070956568	1729.748442165239	1332.5356894010233	1757.080853475473	1472.7428993215299	1749.352604217004	1580.2336731138032	2017.2507049232402	1373.0683983546755	3189.911109322683	642.5666543868379	3055.233136546899	0.0	3343.2461453199444	878.9472965370143	791.5317699205829	1243.7159442078105	1380.1699687003593	1072.2564548683608	885.9363812171949	1358.9383141918559	2153.194256039313
PWY-7295	313.57575389811166	505.05847531260343	471.778272468988	929.6669708600913	468.28723768804684	557.1961165548055	516.915122327393	508.2256313640335	453.27240542153567	323.21670391834095	375.0295664905027	827.5499295659429	510.4857359924766	1430.2178699103818	320.5731419626738	1147.2727117642737	0.0	1222.7310558030995	319.360094060833	680.1782301078869	1243.9394759930667	541.7486548295304	510.60370506968405	190.60448973303303	410.556013331611	746.9121547785674
PWY-7315	2789.7449073907533	2950.891180440586	5379.842075306224	7887.118441252879	5853.4311854109565	3205.1841919207723	3940.116900208645	4127.804205947594	2903.2179304291126	2443.755455274559	3336.139148744866	3913.3687175167047	2838.0177264611593	4945.456877135743	1791.1825850582063	6039.606530350689	0.0	683.3311014783853	2373.448235958608	1041.2641775645734	1831.9632554788814	1448.3692166985054	2236.502031992127	2040.3551437553547	2572.927345559151	4554.549459930165
PWY-7316	49.90133611096159	0.0	0.0	65.91911651742429	27.97673712403102	71.82014064840004	23.980559876660905	23.983398243207404	0.0	0.0	0.0	29.984687794390588	15.994193720879691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7323	10144.031555168194	11432.876532375749	12066.961870331077	24192.158036795583	14528.24884605145	12416.137457399858	12557.344931093328	14494.223968425697	11748.384379467308	14139.058925423387	13808.054825281115	20522.549157924564	15116.96135937852	24153.694838282743	7484.763367527208	20380.02291488222	0.0	16873.787983522336	6464.148411703844	5517.988552891142	11254.919127195597	8358.681996615613	8592.363060680153	7872.20204816614	13966.104000651225	21985.287216743865
PWY-7328	3968.243089441088	4034.3418964985613	7010.9819451951935	12124.922320041267	7529.426536648589	4419.499171443167	6210.810916431497	6780.099586325285	4664.480941294962	5432.871049586512	5570.44449221614	6111.280915367776	4619.636920856693	10713.11033993679	3214.9017944046377	8995.60754719644	0.0	5203.420354373133	3118.8999532232733	2322.616706022396	4748.9489259503825	3194.3479614090543	3508.332861291911	3027.135376053551	4422.637732658669	7837.084627696355
PWY-7332	1885.2317692040292	2029.6746832046313	1506.0320007613866	3313.771934599798	1720.2763802374952	1726.5090304421274	1879.574187037269	3084.2391285426816	1689.0200892261735	3229.328770887092	2225.11857304546	3242.8756232014616	2457.9475564627305	5554.630612217194	1433.992346641715	4834.257410628947	0.0	7509.242618712843	1865.8621324321314	1472.514270013835	1834.9763025480142	1356.2461145000561	1500.8635680752116	1942.6796797216693	2004.2790813053978	3692.0202582348456
PWY-7347	319.8243836696185	398.4789833101889	550.5885782057798	1031.9643925045339	1204.8973607326652	498.4698441212569	743.3744215098355	574.3273594286436	831.5327556636695	722.4681193604131	884.0302886004912	1032.655540278603	540.6732855226987	1920.7817208130061	581.065160435648	1517.4736445623987	0.0	2247.2603457223317	190.88365013909146	537.0124144820587	853.7380532988285	365.0527016344482	397.0934101496766	366.08354257220316	684.6068583839531	963.9776976384338
PWY-7354	0.0	2.2559633791094464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.261429899333507	0.0	10.298183355818212	0.0	0.0	0.0	0.0	0.0	0.0	5.196977729933391	0.0	0.0	0.0
PWY-7371	2687.9456758040205	2941.5327042282315	2503.791796078346	4469.991117173141	3338.1258165872246	3098.46239488866	2942.243517369288	2807.123635134343	3090.312210838242	3466.3837225145635	4050.0058939479545	8946.74676349615	7421.81730196995	7082.497711747451	1783.8218694149498	4806.823863163863	0.0	5193.823119777158	1784.941531433247	1677.9168107110893	2966.0291074173047	2885.0898754913032	2792.7320414430183	2633.689693705332	6177.412229454907	9244.344005044772
PWY-7373	1.9988845285008017	15.934993101743844	27.767109509420415	29.84974928555346	11.967733510504809	7.984538385751095	13.950215791132798	7.9829371168047825	1.9990296952740259	5.992221001290001	1.9992595345833057	9.991624086092227	25.931866902132263	5.996190206191934	5.984902046739029	21.924740695359013	0.0	0.0	11.93979736902924	9.955500621850119	23.85522929420287	3.9958450046510565	5.990347600914056	1.998861562032075	0.0	3.998702330096787
PWY-7374	2134.8202511033837	2276.3852995352254	1873.7037765974374	2964.285621855993	2234.5528139858307	2448.778415457589	2000.9169184484892	2013.3794015362676	2108.9782440371696	2311.034989018816	2721.9143917317415	7930.533306865183	6372.34931058769	4618.16226256129	1020.8157204515647	3188.769062067148	0.0	2630.474034872361	1354.794809121671	1268.3129219146783	2143.2288836772514	2446.490089964012	2062.148360502889	1980.302435675043	5452.999044539443	8118.540062220342
PWY-7376	2267.512957810949	2641.594394368644	3229.062197302289	4560.9705024267405	4047.0154388579076	2979.357772388541	3161.94997091678	3466.001800524345	3384.892276200921	4056.920220443212	4217.730681862482	4300.156516302152	3126.97835026256	6360.4660770428245	1485.993758122788	5486.147769832712	0.0	5471.889805808075	1466.7297063116391	1517.202014819978	3312.081262833587	2386.9334673161325	1885.9185944215017	1708.2238300109052	3451.1353390900626	5065.663161209154
PWY-7377	1516.1502433575292	1691.1178971716329	1831.9498033929556	2235.324815944007	2704.3156702706274	1335.6754264332644	1683.4141029847274	1927.277149260424	2247.5822282840277	2641.1256326534804	2718.394248619742	2731.4276415304607	2086.759429721063	3731.5437253708124	688.6369519763331	3386.5373927772307	0.0	158.68987438399506	677.980175669016	874.9966276637668	1940.6182934273338	1175.997518265278	1224.9912345414787	1195.5081515303552	765.0083587923798	1688.6412358377818
PWY-7385	131.0587768372784	157.34781346339682	0.0	33.08584378879211	142.17046073596788	100.7329835001584	80.67748710320849	176.6747785671665	36.33882156523158	109.08632643250127	70.70944791507186	5.58436732783824	192.27784828865077	38.20119822240216	6.945780947561843	21.03939718133103	0.0	0.0	0.0	2.7535427953521983	0.0	0.0	0.0	0.0	0.0	4.192242384535865
PWY-7391	198.66267812555137	283.7330313495432	170.9186267400336	261.5940805503275	96.1601518008117	191.56156611178622	5.549382574189244	133.10099518453677	110.96795156551785	137.5735181759914	59.69213593175367	60.39855112818674	96.07618755204815	199.27152107897103	146.08879380670442	126.73041113925534	0.0	103.8108330702859	0.0	39.327241068627295	0.0	70.66481853260595	124.31449911158347	81.3095534026112	170.41397032224492	71.12219434410471
PWY-7392	7412.639728771141	8152.917013063754	7915.160582650859	13645.891504175906	9118.350625700736	8729.295282897536	8467.884760133795	9600.471854562356	9268.91844232926	10231.752911932104	10101.605162914355	17571.76561597292	12915.776701890334	18388.434533272495	5567.198559616816	15001.28189019157	0.0	10011.680644062078	4718.487767515986	4496.554644749357	8530.211019253986	6649.785362298075	6743.720281990809	5978.832179982684	12048.634802670967	18420.059352523534
PWY-7398	25.68959034509322	4.758716253448928	0.0	13.593157063934164	34.97301167630204	22.84689647144416	0.0	19.61555452198523	0.0	0.0	0.0	3.8330426322266904	46.88122754200253	0.0	0.0	19.94604507542805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.646157253871663
PWY-7400	9714.68152582378	10933.169913123185	11313.5847637379	23308.68190064591	13686.49558966521	11358.822520860416	12201.06111632849	13974.25827976128	11313.544449828245	14790.520099827845	14218.95354074023	19881.321518965826	14793.329754482871	23928.245050729853	7174.1322034629075	19974.76102224071	0.0	18525.10968500456	6044.450227513662	5524.218350159907	11135.291618925448	8118.272098525856	8154.507959849052	7489.4003473549765	13540.572733224602	21000.666710478035
PWY-7401	0.0	0.0	0.0	1.9890145943560313	0.0	41.29947151442749	0.0	0.0	35.028178772795705	0.0	0.0	0.0	0.0	7.760352620500312	0.0	66.87721076480192	0.0	0.0	20.0	22.62329174085398	7.057458848802574	0.0	49.1710328292281	0.0	0.0	0.0
PWY-7402	0.0	0.0	0.0	1.0687804174522546	0.0	9.521945355475944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.404259140069126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7431	4991.3237479949885	5304.931075507771	4150.675798020618	7754.791014453755	4988.325319454175	5683.5834016570625	4500.094045712776	5818.059948541612	5064.3558798491695	7078.407855470236	5975.314674288284	7781.347000784504	6133.983778470187	11252.596282539685	3184.237589776806	9578.014373192773	0.0	8673.9678090157	3441.3889451343093	3028.106028363429	5411.744788099989	3332.2601335597697	3720.459685636652	3731.5510903933196	5374.332120722964	9113.0020330267
PWY-7446	63.58441558441559	73.79930795847751	102.56707317073172	223.08347356651572	165.10832932113624	74.69320066334991	154.0158301820381	117.46812322481973	57.37078651685394	99.91596638655463	76.1053740779768	244.7197640117994	159.6538989213429	383.05985849010426	57.060518731988466	180.44148080018394	0.0	136.78996268058702	34.639175257731964	44.40443213296399	73.85639043662421	70.17875092871815	72.90202002099389	73.9721454138323	90.0755873340143	104.49455520187637
PWY-7456	329.51567315976195	609.3782638844376	419.5097873435814	815.2149413541345	1041.8018260298197	562.4853410099671	592.0173136086962	457.00718117331473	525.438903241556	1001.5230058057588	904.3762658142482	878.142204414159	508.49531284871273	1357.09362213444	342.6188843299629	828.8775981479454	0.0	1965.022618470673	81.83191785943369	73.77241594247278	467.79270621820365	174.71875019151705	249.54875100583587	273.613710784946	305.61131744073236	310.1852899470838
PWY-7527	1816.7779607259095	1973.3939965646825	2546.9902666483163	4106.722187967258	2581.8484917263454	2154.692840225675	2298.945467239657	2498.738973572325	2914.684070283147	3903.0804913001994	3860.833482865676	3385.3306306969616	2396.314332598811	5498.787893962553	1367.3545424548452	4193.788783233199	0.0	3047.7462269132807	1232.1208701178136	1751.4719584872396	2378.766169665756	2006.3940696988905	1736.5941811616121	1463.780090627359	3490.4855347061853	4406.891563307245
PWY-7539	9871.72794054074	11216.53928632021	11653.33018033548	22761.34490485624	13238.62606267798	11857.969624687667	11672.712018160813	13646.738074140561	11009.818862929074	14120.303626769926	13082.109934772516	19752.874881865446	14319.901553247188	23398.064660017768	7021.755272840196	19742.73608566583	0.0	16744.076297598363	5966.013835314014	5632.221941492761	11285.25622806034	8269.38558370252	8220.064486346246	7262.523523351494	14000.550434209435	21605.566163749252
PWY-7560	9162.028748315586	10306.790644809007	11474.392083118166	22694.320379853212	13585.66725552586	10496.457763065504	11996.08419408049	13652.816084927208	11300.837685051518	14416.617040993246	13991.622770096361	20377.96867689281	15014.655415230829	24124.22699128847	7269.148174328881	20262.661542595008	0.0	18303.092177251514	6337.392234882319	5639.09724450469	10998.931115413005	8086.112550025642	8432.344318769516	7672.535921763844	14328.484990547224	22026.145282786583
PWY-7616	764.142058622998	881.424150909254	628.3019647272945	1543.0718768637776	872.2881668208184	879.6226940504952	959.3381577623032	931.3848884644631	750.4498726081617	827.2688519536471	852.2238619106947	1535.7980434941278	1088.7449874526244	3432.900981350261	1009.2212460611504	2480.975485470933	0.0	1648.45580913837	409.3416086564089	448.48774036817497	871.9900283738657	1202.4794575964313	710.0706303700235	526.385371388205	867.6230343397184	1603.3638110655377
PWY-7644	0.0	0.0	0.0	0.0	3.8991113136607036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7556424917243456	8.924751473796244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	17712.69777979699	20099.90061209465	19493.741201013298	42000.15183809487	24849.710172686577	21573.07420219889	21881.215246566342	25879.73026692933	21786.764097245847	26293.6163830395	24799.79869834443	36023.20551906419	26139.88851260267	41888.361073386404	12715.075802721489	33984.058212899996	0.0	35789.6954007152	10133.522235662549	10107.436443277698	21289.399473405214	14165.98028429877	14994.219353139133	13644.904738994377	24695.7334636499	38474.1852216004
PWY-7664	11863.588734025298	13704.813712411833	10919.756626301301	26795.730703235706	14592.435579512345	14750.585760268306	13928.146235221258	17491.458083648966	13517.753296263185	16225.0622333903	13835.431082313862	18796.7881338527	13743.542620915763	24620.37618960566	7773.156751570141	19517.28307429652	0.0	18998.87197630631	6356.604922290639	6364.502458801311	14833.511939877644	8934.723600888165	9815.34390609873	8618.71646631454	13656.965547594078	22854.104788804885
PWY-841	11973.35301822614	13481.842620010746	13708.572483180747	27532.88839271208	16197.035937449522	14235.456316559266	14531.27918200262	16819.176632815506	13954.408443634224	17483.177429436124	16593.174358296463	24414.244386013055	17801.450566602016	29054.538625645448	8659.155932730031	23876.961256102928	0.0	21592.720895976006	7344.111408054228	6931.338499476782	13881.99329153985	9913.654289421616	10270.863789859675	9127.027532981469	16959.376229967424	25928.250333087464
PWY-922	446.0876177041111	419.655029739266	539.5410238081325	466.08314366938055	271.75040972154864	500.92720372648745	333.86965294646063	322.3319843795248	444.36549235289783	489.361016873956	297.4525343196462	610.5334340684186	276.43922639527875	690.6503232228798	255.92526946333243	488.2016901890565	0.0	167.2095952943878	8.888490095999531	241.4417455394158	638.939339764681	280.9397441981966	300.8846216786702	215.89162430323088	325.2842874950019	172.89479788925823
PWY0-1061	5032.6668848293875	5624.247106362565	8779.320434539839	14210.777954624144	9449.713392856103	5973.717137428412	7465.4973361526	8127.946074673447	5508.653769871769	5939.303451903584	6529.058933914326	9233.98653206281	6655.804810429954	15233.905894227539	4818.674827759554	13709.435982942288	0.0	7511.432868773328	4174.95965452404	3252.2599304280916	6643.227716938334	5554.260256429007	4567.962400311224	3742.1308544604535	5833.549628068502	9994.81290516609
PWY0-1241	4314.267717030406	4653.358350490918	3687.298413987006	7848.528957242053	4389.341723331965	4464.101847129144	4659.090566935525	4898.231060029479	4237.5386168156165	5909.648934219258	6040.524264812413	11451.086164259747	8765.875693300197	10016.470579015548	3239.380085792705	8215.4987358734	0.0	8227.601604632699	2782.396786744545	2155.263859169611	4676.66939757041	3687.505208128106	4092.009097095997	3902.18126823694	7547.98858463284	11542.724256170013
PWY0-1261	11145.01955609976	12200.975618106766	13934.39187814349	25355.097036930525	15706.67092924028	13346.00569656799	13409.569673924805	15250.91867695615	12562.357166776368	15436.194626908826	14922.79006482901	22581.551948408425	16940.441452283932	25459.61759007547	7118.394632342352	21632.95050811566	0.0	16381.79697577039	7106.765824883805	6425.374825449407	12301.241221133112	9417.431149992188	9525.023245126577	8278.877718415315	15842.423307560006	24224.21138798574
PWY0-1277	1034.1927022236162	1309.5908048464207	641.2097910314894	1482.2143448834443	1033.413379700567	1320.141317731876	881.3195737088948	1239.0309614062207	1155.2183244783569	1111.6226441565263	1298.4867426505377	1539.6379530189047	1102.9029709244771	2412.7317772315073	503.4332601272589	2536.4619174892464	0.0	1388.76882722018	464.2361753124524	468.030942666079	940.7233200385638	920.0393854997845	751.8598997346403	633.0345860023107	1435.4423962101368	1639.2524407946028
PWY0-1296	4369.323510547036	4591.6915127630355	4490.935925636053	8157.642253511983	5451.10868577317	4552.442703376617	5206.251665140972	5723.263295237745	5772.93549753463	7795.966672043424	7252.38104821881	8693.385779729808	6767.473303305137	12091.130105230644	2900.209193679862	9317.408548202413	0.0	7813.2754574947485	2830.1390065581213	3104.3462984274247	5402.834663229451	3929.8147099617636	3822.099481143114	3604.2051026323866	6471.981396999987	9536.294052616982
PWY0-1297	4804.302789821338	5172.621453805862	6381.967137008209	9834.672205898865	7174.923808795988	5582.49578206207	6145.731055034463	6331.856437079692	5429.968084942783	7119.5088653224975	6717.972867242663	8157.5365612496835	6190.039145041955	11073.913786180181	2770.883816829332	9959.285018587061	0.0	7568.626778385323	2932.815327883335	2802.6628691696105	4959.982211382926	3978.076766601735	3822.360371285717	3306.7787703569857	6535.659915704371	8934.88898486973
PWY0-1298	3955.298420117019	4375.667501429721	4656.030542388498	8393.694248153064	5890.437179874835	4684.781760946848	5226.442901427602	5426.183718026098	4684.257238425768	6209.021542936628	5811.293628494468	7252.860113219241	5482.158923305044	9303.975671563552	2338.2828654859295	8045.662207960138	0.0	6528.870147201489	2458.8435779886436	2442.99452852499	4288.164268717813	3408.0452462762387	3308.9408496750557	2928.358336252799	5959.45952608819	7990.011892055492
PWY0-1319	13559.217625567706	15292.66448678482	15348.805458516199	31278.286103071572	18582.967378460464	15996.51366425754	16579.499991010445	19021.61434001387	15793.494704468749	19854.869627538876	18874.301531458907	28178.85799044135	20511.54305793133	33179.11796535099	9809.29013976221	27336.398309755798	0.0	25614.55549526113	8366.415718779575	7680.884529354959	15758.354939932866	11129.51570463071	11567.89343954112	10529.15528664873	19381.882337584455	29843.23538695603
PWY0-1338	55.74694392482708	89.22707277421823	6.38898392062949	4.870245056172393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.190285093219632	0.0	0.0	0.0	0.0	52.82014968078927	0.0	7.131824575887402	7.960917720278732	3.239251035220622	0.0	0.0	0.0	4.736902267098495
PWY0-1415	4997.628138966525	5873.4692718551	6309.701701664411	11588.31129835934	7323.596686503953	6262.711238995518	6541.23766918282	6807.742528002884	7170.588194944873	8396.723110126073	8472.778382939878	10169.45283918816	7699.974281181504	14897.52486158932	4307.971057771311	11977.690280406221	0.0	9874.174241095367	3614.3734912718387	3666.3128326418887	6596.895876754134	5320.804128242883	5091.678935580498	4460.792444515684	8474.234161264207	12149.423742774568
PWY0-1479	5406.333148529958	6151.376917180535	8472.671070850927	16210.107354243904	9593.364413371548	6357.522530286402	7880.426277814409	9165.685815696143	6387.101572661578	7396.726293223584	7603.0973942132505	9590.963026103878	6762.15643688647	13310.785159659377	3976.088002642158	12749.090150221095	0.0	11203.029310350603	3990.635314177467	3186.5889054213394	6391.215971375955	4186.536886641177	4747.0024811917465	4224.886930480025	6033.357064714841	10109.679036273164
PWY0-1533	2780.6129371242896	2940.5732246930725	2566.5697746279993	5085.234384239921	3525.642788207358	2885.7596404447404	2776.9311398152213	3539.6450318762923	3434.3447327894023	4603.491729978211	4039.09028361926	5005.237842386319	3754.876379405915	6567.616744401033	2102.8303748129774	5550.306984940178	0.0	6266.113718685141	1527.5791176916068	1705.0704546338811	3776.972740031918	2469.351093972792	1847.995573652369	2082.2887627969317	3271.014992594193	5170.9254594589465
PWY0-1586	9432.72645039442	10107.029294686254	11540.705157560584	19154.091966235905	12930.931306313892	10634.30799299646	10907.849995614935	11635.441627816326	10648.692539612986	11461.957786634137	11758.49397598287	25925.162346419387	19284.886297910998	19528.427113575613	5970.706644080139	17472.00256515848	0.0	10840.575865417617	7175.585124132726	5115.570061714443	10640.646151523913	8534.011162571507	9256.394870473625	8095.945366837043	16395.915592703994	27035.47121273987
PWY0-162	12390.204176656925	13964.053274630396	14284.369431202329	28582.0511036284	16843.16041605801	14684.799628934265	14987.726223927739	17421.08016946405	14451.670456700227	18057.980196345507	17210.733921769985	25291.451083358785	18538.71853771285	29788.01712651855	8998.262526120665	24635.154890248912	0.0	22266.563474425926	7690.456117815327	7118.552637121389	14298.267345037031	10179.983215682778	10619.835771007347	9497.317814402746	17463.662775099838	26875.907109380983
PWY0-166	9273.89884212632	10556.380599478704	9849.391378150038	20771.84882612297	11479.19932094344	11165.308767174582	10915.459499633915	12798.996079043538	10441.172983358245	13868.908367534783	12521.997683627336	18699.581709536433	13406.618362252008	22401.938819899937	6666.918149586649	17724.858156832368	0.0	16726.00186747603	5224.887804363724	5427.468172759782	10907.631174954193	7622.884516033302	7682.1237392936455	6785.228984202235	12756.90797460828	19468.21761302841
PWY0-321	1501.6816409928786	1500.195154181236	1145.2699384009995	2213.2895656878313	1207.0035273598053	1371.3882643673962	1382.4773563875694	1634.003593347202	1447.513095165124	2067.0842987304322	2090.365527322704	2856.369350062569	2225.379100347301	2707.594262620407	951.5783869670148	2065.8479109304476	0.0	2003.6190596881506	647.2104200323006	625.2958219119747	1700.592130361899	1282.6140042067843	1092.346638940917	1056.388056886725	1721.2528082438516	3184.645921929571
PWY0-41	38.874141345844905	27.680049495419624	26.848025249389455	219.87850906652943	88.76855511795804	126.20875325467601	170.99355998231871	277.3366794279086	173.57594580755884	182.49906261604448	147.49907925543758	309.0639169132472	166.1086119105992	394.843534516505	36.785981189184305	420.5834563175253	0.0	0.599608152566123	55.09160241840199	242.42366428955683	356.5937937027079	33.06916837292227	93.96103754531721	27.08571646388136	53.768548601172554	41.75430259446726
