"","taxon","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","threshold"
"14542","sp28824",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14543","sp28825",1.01129691254764,0.0238467406137344,0.186292980332649,0.128006651518233,0.898143709198442,NA,"PE vs. PV","Not_Enriched"
"14544","sp28827",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14545","sp28831",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14546","sp28835",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14547","sp28838",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14548","sp28846",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14549","sp28848",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14550","sp28852",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14551","sp28853",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14552","sp28860",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14553","sp28868",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14554","sp28872",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14555","sp28874",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14556","sp28882",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14557","sp28886",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
